,Year_Month,Temperature_Day,temperatures_Night,Pressure,Wind Speed,PRECIPITATION_periode,PRECIPITATION,Elevation Dimension,Ceiling Height Dimension,Distance Dimension,Wind Direction,Temperature_Day_max,Temperature_Day_min,temperatures_Night_max,temperatures_Night_min,Pressure_max,Pressure_min,Wind Speed_max,Wind Speed_min,Year,Month
128,1966-12-01,16.1,10.0,1021.9,2.1,2139.0,32.59,45.0,22000.0,20000.0,E,20.0,10.0,17.2,2.8,1028.3,1016.0,7.2,0.0,1966,December
129,1967-01-01,16.1,8.9,1024.55,1.0,2374.0,50.04,45.0,22000.0,15000.0,E,22.2,7.2,17.2,2.8,1030.1,1011.8,9.3,0.0,1967,January
130,1967-02-01,16.1,11.1,1019.45,1.5,3534.0,37.22,45.0,3600.0,10000.0,E,23.9,12.2,16.1,3.9,1030.4,1005.1,9.3,0.0,1967,February
131,1967-03-01,18.9,12.8,1020.8,1.5,2523.0,16.68,45.0,22000.0,15000.0,ENE,27.2,15.0,22.2,7.2,1025.3,1013.6,10.3,0.0,1967,March
132,1967-04-01,17.8,13.9,1013.8,3.1,4460.0,87.13,45.0,2400.0,15000.0,W,28.9,12.2,22.2,7.2,1023.0,1006.9,14.4,0.0,1967,April
133,1967-05-01,21.1,16.1,1017.4,3.6,2323.0,16.43,45.0,22000.0,20000.0,ENE,30.0,17.2,20.0,10.0,1023.6,1008.8,8.2,0.0,1967,May
134,1967-06-01,22.8,17.8,1016.7,3.6,1399.0,0.0,45.0,22000.0,10000.0,NNE,33.9,18.9,26.1,12.2,1022.3,1010.5,8.2,0.0,1967,June
135,1967-07-01,27.2,20.0,1016.45,4.6,1320.0,0.38,45.0,22000.0,10000.0,NE,42.8,20.0,36.1,15.0,1020.7,1009.9,7.7,0.0,1967,July
136,1967-08-01,27.8,20.0,1015.3,5.1,1564.0,16.56,45.0,22000.0,10000.0,E,35.0,20.0,26.1,15.0,1018.9,1011.2,9.3,0.0,1967,August
137,1967-09-01,23.9,18.9,1018.2,3.1,2297.0,16.73,45.0,22000.0,15000.0,E,31.1,17.8,22.8,12.8,1022.0,1008.0,7.7,0.0,1967,September
138,1967-10-01,22.2,17.8,1018.7,3.1,2966.0,17.42,45.0,22000.0,10000.0,E,28.9,13.9,22.8,11.1,1025.1,1004.7,11.3,0.0,1967,October
139,1967-11-01,17.8,13.9,1016.1,2.1,6651.0,72.49,45.0,3600.0,20000.0,E,23.9,12.2,18.9,7.8,1025.3,1007.9,9.3,0.0,1967,November
140,1967-12-01,16.1,10.0,1021.6,2.1,2868.0,48.88,45.0,9000.0,10000.0,E,20.0,8.9,15.0,2.8,1032.5,1013.2,7.2,0.0,1967,December
141,1973-01-01,16.0,9.0,1024.3,2.0,1537.0,37.08,46.0,22000.0,10000.0,ENE,22.0,13.0,16.0,4.0,1031.3,1015.5,11.3,0.0,1973,January
142,1973-02-01,16.0,10.5,1019.4,3.0,1262.0,37.44,46.0,22000.0,15000.0,ENE,21.0,10.0,16.0,3.0,1031.2,1012.0,7.7,1.0,1973,February
143,1973-03-01,17.0,12.0,1018.55,3.0,1854.0,70.32,46.0,6000.0,10000.0,E,27.0,10.0,18.0,8.0,1028.2,1007.4,8.7,0.0,1973,March
144,1973-04-01,18.5,14.0,1015.1,3.0,1820.0,27.11,46.0,15500.0,10000.0,W,29.0,13.0,24.0,6.0,1021.2,1005.9,11.8,0.5,1973,April
145,1973-05-01,21.0,17.0,1016.3,4.1,1713.0,34.2,46.0,6900.0,10000.0,WSW,31.0,17.0,23.0,11.0,1027.1,1011.4,12.3,0.5,1973,May
146,1973-06-01,21.5,18.0,1016.7,4.1,1613.0,9.17,46.0,22000.0,10000.0,NNW,30.0,19.0,22.0,12.0,1022.7,1011.9,7.7,1.5,1973,June
147,1973-07-01,25.0,20.0,1015.45,5.1,1361.0,0.0,46.0,22000.0,10000.0,NE,37.0,20.0,25.0,15.0,1020.2,1009.2,9.3,1.0,1973,July
148,1973-08-01,26.0,21.0,1015.75,4.6,1781.0,9.05,46.0,22000.0,8000.0,NE,39.0,20.0,29.0,18.0,1022.1,1011.1,7.2,2.1,1973,August
149,1973-09-01,25.0,19.0,1017.3,4.6,1314.0,0.0,46.0,22000.0,10000.0,ENE,32.0,20.0,22.0,14.0,1022.1,1011.4,8.2,1.5,1973,September
150,1973-10-01,22.0,17.0,1017.4,2.1,1981.0,8.86,46.0,22000.0,10000.0,ENE,31.0,17.0,25.0,10.0,1021.9,1012.7,6.7,0.0,1973,October
151,1973-11-01,20.0,16.0,1018.2,2.1,2611.0,34.54,46.0,6000.0,10000.0,E,31.0,17.0,22.0,9.0,1028.3,1011.8,5.7,0.0,1973,November
152,1973-12-01,15.5,10.0,1020.9,2.6,2794.0,9.99,46.0,22000.0,8000.0,W,19.0,11.0,16.0,3.0,1027.9,1001.8,13.9,0.0,1973,December
153,1974-01-01,16.0,10.0,1026.4,3.1,2011.0,0.44,46.0,22000.0,8000.0,E,20.0,5.0,15.0,6.0,1030.5,1011.7,7.7,1.0,1974,January
154,1974-02-01,16.0,11.0,1020.9,4.1,2414.0,9.86,46.0,22000.0,9500.0,E,23.0,12.0,17.0,6.0,1029.0,1009.1,9.8,0.0,1974,February
155,1974-03-01,17.0,12.0,1017.1,3.6,3525.0,35.79,46.0,6000.0,10000.0,E,23.0,0.0,25.0,4.0,1027.8,999.5,11.8,1.0,1974,March
156,1974-04-01,17.0,13.0,1016.8,3.6,3069.0,46.23,46.0,900.0,10000.0,W,24.0,12.0,20.0,7.0,1022.5,1002.2,17.0,1.0,1974,April
157,1974-05-01,20.0,16.0,1016.2,3.6,2060.0,0.0,46.0,6000.0,10000.0,NE,25.0,12.0,19.0,8.0,1021.3,1008.2,10.3,1.0,1974,May
158,1974-06-01,22.0,18.0,1015.8,3.6,1936.0,9.61,46.0,22000.0,10000.0,ENE,34.0,20.0,30.0,12.0,1021.1,1008.3,8.8,0.0,1974,June
159,1974-07-01,25.0,20.0,1015.0,3.6,2062.0,0.42,46.0,22000.0,10000.0,NE,41.0,20.0,30.0,15.0,1021.5,1009.4,10.3,1.5,1974,July
160,1974-08-01,26.5,21.0,1015.1,4.1,1447.0,0.01,46.0,22000.0,10000.0,NE,41.0,21.0,32.0,15.0,1019.5,1010.8,7.2,2.1,1974,August
161,1974-09-01,24.0,19.0,1017.3,3.6,1656.0,11.66,46.0,22000.0,10000.0,E,39.0,18.0,27.0,11.0,1021.9,1009.1,7.2,0.0,1974,September
162,1974-10-01,21.0,16.0,1019.3,2.6,1815.0,25.21,45.0,22000.0,10000.0,NE,34.0,15.0,26.0,7.0,1027.3,1011.9,8.8,0.0,1974,October
163,1974-11-01,19.0,13.0,1019.35,2.6,1962.0,19.15,45.0,22000.0,10000.0,E,27.0,15.0,17.0,7.0,1027.6,1012.3,6.2,0.0,1974,November
164,1974-12-01,16.0,9.0,1024.45,2.1,2043.0,17.46,45.0,22000.0,8000.0,E,21.0,11.0,16.0,4.0,1032.9,1017.8,5.1,0.0,1974,December
165,1975-01-01,17.0,11.0,1024.9,2.6,1769.0,29.66,45.0,22000.0,10000.0,E,25.0,11.0,17.0,5.0,1032.7,1009.9,9.8,1.0,1975,January
166,1975-02-01,17.0,12.0,1019.2,3.1,2132.0,47.97,45.0,6000.0,10000.0,E,22.0,11.0,24.0,1.0,1025.6,1008.0,7.2,0.0,1975,February
167,1975-03-01,18.0,12.0,1018.95,3.1,2534.0,87.26,45.0,22000.0,10000.0,WSW,25.0,11.0,16.0,5.0,1026.8,998.3,8.8,1.0,1975,March
168,1975-04-01,18.0,14.0,1015.1,2.6,2396.0,133.45,45.0,6000.0,10000.0,NE,25.0,11.0,17.0,8.0,1024.3,1009.9,6.7,0.0,1975,April
169,1975-05-01,19.0,15.0,1015.9,3.1,1932.0,79.56,45.0,22000.0,10000.0,N,29.0,17.0,18.0,10.0,1024.4,1005.6,6.7,0.0,1975,May
170,1975-06-01,21.0,18.0,1018.2,3.1,1556.0,0.0,45.0,22000.0,10000.0,NE,30.0,18.0,21.0,12.0,1022.4,1013.6,6.2,0.0,1975,June
171,1975-07-01,29.5,20.0,1014.4,4.1,967.0,0.09,45.0,22000.0,10000.0,NE,44.0,21.0,34.0,15.0,1020.4,1009.6,7.2,0.0,1975,July
172,1975-08-01,26.0,21.0,1015.3,3.6,1185.0,0.0,45.0,22000.0,10000.0,NE,40.0,20.0,31.0,17.0,1019.8,1009.7,9.3,0.0,1975,August
173,1975-09-01,24.5,19.0,1017.55,2.1,1279.0,48.67,45.0,22000.0,10000.0,ENE,33.0,19.0,27.0,11.0,1024.7,1011.8,6.2,0.0,1975,September
174,1975-10-01,23.0,17.0,1019.2,2.1,1220.0,0.28,45.0,22000.0,10000.0,ENE,29.0,17.0,22.0,11.0,1024.9,1011.5,10.3,0.0,1975,October
175,1975-11-01,19.0,12.0,1021.2,2.6,1363.0,22.33,45.0,22000.0,10000.0,E,28.0,14.0,18.0,5.0,1026.5,1011.5,6.7,1.0,1975,November
176,1975-12-01,16.0,12.0,1017.9,2.1,3350.0,12.63,45.0,3000.0,10000.0,SW,20.0,12.0,16.0,6.0,1027.1,996.1,8.8,0.0,1975,December
177,1976-01-01,16.0,10.0,1021.1,2.6,1707.0,22.91,45.0,22000.0,10000.0,NE,21.0,10.0,15.0,0.0,1030.1,1012.9,9.3,1.0,1976,January
178,1976-02-01,16.0,11.0,1019.4,2.6,2601.0,13.54,45.0,6000.0,10000.0,SW,23.0,12.0,19.0,0.0,1030.8,990.4,7.2,0.0,1976,February
179,1976-03-01,17.0,11.0,1017.6,2.6,2746.0,36.09,45.0,6000.0,10000.0,W,22.0,11.0,16.0,4.0,1026.6,1008.3,11.8,0.0,1976,March
180,1976-04-01,17.0,13.0,1015.9,2.6,3073.0,90.81,45.0,600.0,10000.0,NE,25.0,12.0,20.0,6.0,1022.5,1006.6,7.2,0.0,1976,April
181,1976-05-01,19.0,16.0,1015.9,2.6,2950.0,25.82,45.0,600.0,10000.0,ENE,26.0,14.0,18.0,7.0,1023.7,1005.1,9.8,0.0,1976,May
182,1976-06-01,22.0,19.0,1015.8,2.6,2545.0,38.37,45.0,480.0,8000.0,W,29.0,18.0,25.0,13.0,1021.6,1010.8,23.2,0.0,1976,June
183,1976-07-01,23.5,20.0,1016.85,2.6,1628.0,12.09,45.0,22000.0,10000.0,W,29.0,21.0,22.0,15.0,1019.5,1012.5,4.1,1.0,1976,July
184,1976-08-01,27.0,22.0,1015.75,2.6,1183.0,11.24,45.0,22000.0,10000.0,W,42.0,22.0,34.0,16.0,1020.3,1009.9,4.6,0.0,1976,August
185,1976-09-01,25.0,20.0,1017.3,2.1,1628.0,0.16,45.0,22000.0,10000.0,NNE,30.0,19.0,24.0,13.0,1020.9,1011.1,5.7,0.0,1976,September
186,1976-10-01,22.0,17.0,1016.3,3.1,2517.0,27.34,45.0,6000.0,10000.0,NE,30.0,14.0,29.0,11.0,1020.5,1005.9,7.2,0.0,1976,October
187,1976-11-01,19.0,12.0,1020.0,2.6,1552.0,28.32,45.0,22000.0,10000.0,NE,25.0,16.0,17.0,6.0,1032.0,1011.1,7.7,0.0,1976,November
188,1976-12-01,17.0,14.0,1016.3,3.1,3752.0,10.51,45.0,3000.0,10000.0,SSW,28.0,14.0,23.0,7.0,1032.8,1006.3,8.2,0.0,1976,December
189,1977-01-01,16.0,11.0,1018.6,2.1,1449.0,71.66,45.0,3000.0,10000.0,NE,21.0,13.0,15.0,5.0,1051.3,1011.8,10.3,0.0,1977,January
190,1977-02-01,17.0,11.0,1023.0,2.6,2215.0,0.68,45.0,6000.0,10000.0,NNW,26.0,13.0,21.0,5.0,1027.3,1009.9,9.3,0.0,1977,February
191,1977-03-01,19.0,12.0,1022.45,2.6,2077.0,2.95,45.0,22000.0,10000.0,NNW,30.0,16.0,17.0,0.0,1027.7,1009.9,8.2,0.0,1977,March
192,1977-04-01,20.0,15.0,1016.1,3.1,1850.0,27.5,45.0,22000.0,10000.0,NE,27.0,17.0,25.0,6.0,1025.4,1009.8,8.2,0.0,1977,April
193,1977-05-01,20.0,16.0,1016.3,4.1,1916.0,0.18,45.0,22000.0,10000.0,NE,33.0,18.0,25.0,9.0,1022.1,1012.5,10.3,1.0,1977,May
194,1977-06-01,22.0,17.0,1017.8,3.1,1667.0,9.28,45.0,22000.0,10000.0,N,30.0,19.0,23.0,11.0,1024.0,1012.1,9.3,1.0,1977,June
195,1977-07-01,24.0,19.0,1016.4,4.1,1824.0,0.0,45.0,22000.0,10000.0,NE,34.0,21.0,22.0,15.0,1020.8,1010.5,7.2,2.1,1977,July
196,1977-08-01,24.0,19.0,1015.1,4.1,1714.0,17.7,45.0,22000.0,10000.0,NNE,29.0,19.0,22.0,14.0,1021.7,1010.1,7.7,0.5,1977,August
197,1977-09-01,24.0,20.0,1016.7,3.1,2130.0,28.33,45.0,6000.0,10000.0,W,31.0,20.0,28.0,13.0,1021.5,1011.2,7.2,0.0,1977,September
198,1977-10-01,21.0,17.0,1017.3,3.1,3026.0,42.94,45.0,480.0,8000.0,SSW,27.0,16.0,22.0,12.0,1023.3,1007.8,8.2,0.0,1977,October
199,1977-11-01,19.0,14.0,1022.3,3.6,2280.0,10.81,45.0,22000.0,10000.0,E,26.0,13.0,22.0,8.0,1025.9,1004.1,30.9,0.0,1977,November
200,1977-12-01,18.0,13.0,1018.5,3.1,3235.0,65.77,45.0,3000.0,8000.0,E,23.0,10.0,18.0,8.0,1027.6,1007.1,13.4,1.0,1977,December
201,1978-01-01,16.0,12.0,1022.1,3.6,3553.0,47.41,45.0,3600.0,10000.0,E,20.0,10.0,19.0,0.0,1031.0,1007.7,6.7,0.0,1978,January
202,1978-02-01,17.0,12.0,1017.75,4.1,2826.0,59.22,45.0,3000.0,8000.0,E,22.0,12.0,18.0,2.0,1026.7,999.0,10.3,0.0,1978,February
203,1978-03-01,18.0,12.0,1023.0,4.1,2092.0,8.7,45.0,22000.0,10000.0,ENE,28.0,14.0,17.0,5.0,1031.7,1013.2,7.2,0.0,1978,March
204,1978-04-01,18.0,14.0,1016.7,4.1,2854.0,44.92,45.0,6000.0,10000.0,NNE,27.0,11.0,19.0,4.0,1023.7,1010.4,9.3,1.5,1978,April
205,1978-05-01,20.0,15.0,1017.0,4.1,2764.0,42.71,45.0,600.0,10000.0,N,30.0,15.0,20.0,9.0,1025.7,1010.0,9.3,0.0,1978,May
206,1978-06-01,21.0,17.0,1018.1,5.1,2167.0,8.74,45.0,1800.0,10000.0,N,27.0,17.0,20.0,13.0,1022.4,1013.7,8.2,0.0,1978,June
207,1978-07-01,27.0,20.0,1015.2,5.1,1391.0,0.0,45.0,22000.0,10000.0,N,46.0,20.0,37.0,16.0,1020.2,1010.2,20.6,2.1,1978,July
208,1978-08-01,24.5,20.0,1015.8,4.1,1618.0,0.0,45.0,22000.0,10000.0,N,31.0,22.0,23.0,17.0,1022.0,1002.7,7.7,0.0,1978,August
209,1978-09-01,25.0,21.0,1016.9,3.1,2298.0,0.01,45.0,6000.0,8000.0,N,36.0,20.0,31.0,15.0,1023.3,1012.8,30.9,0.0,1978,September
210,1978-10-01,22.0,17.0,1017.15,3.1,2225.0,34.8,45.0,9000.0,8000.0,N,28.0,19.0,24.0,10.0,1023.5,1010.2,8.2,0.0,1978,October
211,1978-11-01,20.0,13.0,1023.6,3.1,1822.0,17.88,45.0,22000.0,10000.0,E,29.0,16.0,19.0,7.0,1030.0,1014.7,8.2,0.0,1978,November
212,1978-12-01,18.0,15.0,1019.95,3.1,3490.0,55.45,45.0,480.0,8000.0,W,29.0,13.0,20.0,8.0,1026.4,1007.0,17.5,0.0,1978,December
213,1979-01-01,18.0,13.0,1017.6,4.1,1894.0,15.62,45.0,3000.0,6000.0,E,21.0,14.0,18.0,2.0,1027.4,1001.8,13.4,1.5,1979,January
214,1979-02-01,18.0,13.0,1021.2,3.1,2277.0,10.84,45.0,6000.0,8000.0,NE,26.0,13.0,18.0,3.0,1026.6,1005.5,10.3,0.0,1979,February
215,1979-03-01,17.0,12.0,1018.7,4.1,2445.0,77.86,45.0,6000.0,10000.0,ENE,26.0,14.0,18.0,5.0,1032.1,1009.1,9.8,2.1,1979,March
216,1979-04-01,20.0,13.0,1018.2,5.1,2075.0,18.16,45.0,22000.0,10000.0,ENE,27.0,15.0,19.0,0.0,1025.8,1009.2,10.3,1.5,1979,April
217,1979-05-01,21.0,16.0,1017.8,4.1,2416.0,3.3,45.0,6000.0,10000.0,NNE,35.0,17.0,24.0,10.0,1022.9,1012.3,8.2,0.5,1979,May
218,1979-06-01,22.0,18.0,1017.2,4.1,2371.0,8.69,45.0,600.0,10000.0,N,31.0,19.0,22.0,12.0,1023.2,1008.9,8.2,2.1,1979,June
219,1979-07-01,24.0,20.0,1017.8,4.1,1668.0,0.0,45.0,22000.0,10000.0,N,39.0,21.0,29.0,16.0,1022.1,1013.7,7.7,0.0,1979,July
220,1979-08-01,24.0,21.0,1015.15,4.1,1608.0,0.0,45.0,22000.0,10000.0,N,32.0,22.0,23.0,15.0,1019.0,1010.1,8.2,0.0,1979,August
221,1979-09-01,24.0,20.0,1017.0,4.1,1942.0,17.54,45.0,22000.0,10000.0,NNE,31.0,16.0,27.0,13.0,1023.5,1011.5,11.3,1.0,1979,September
222,1979-10-01,20.0,17.0,1015.4,3.1,3646.0,54.62,45.0,3000.0,8000.0,WSW,29.0,18.0,20.0,10.0,1022.3,1007.0,11.3,0.0,1979,October
223,1979-11-01,20.0,14.0,1020.4,4.1,1605.0,9.1,45.0,22000.0,10000.0,ENE,26.0,15.0,18.0,6.0,1025.7,1012.7,7.2,0.0,1979,November
224,1979-12-01,17.0,9.5,1024.7,2.6,2222.0,0.17,45.0,22000.0,10000.0,E,22.0,9.0,15.0,2.0,1028.1,1009.1,7.7,0.0,1979,December
225,1980-01-01,17.0,11.0,1018.9,3.1,2774.0,26.71,45.0,22000.0,8000.0,E,22.0,8.0,16.0,2.0,1025.2,1007.4,12.4,0.0,1980,January
226,1980-02-01,18.0,12.0,1021.7,3.1,2619.0,9.81,45.0,22000.0,8000.0,E,24.0,14.0,17.0,4.0,1027.5,1006.3,8.2,0.0,1980,February
227,1980-03-01,18.0,13.0,1017.5,4.1,2836.0,9.57,45.0,6000.0,10000.0,E,33.0,15.0,24.0,8.0,1026.8,1001.9,11.3,0.0,1980,March
228,1980-04-01,20.0,15.0,1014.3,3.6,2354.0,26.9,45.0,22000.0,10000.0,W,31.0,13.0,23.0,8.0,1023.7,1007.8,9.3,0.0,1980,April
229,1980-05-01,21.0,16.0,1016.4,5.1,2239.0,51.35,45.0,22000.0,10000.0,N,29.0,16.0,20.0,9.0,1020.9,1006.2,31.4,0.0,1980,May
230,1980-06-01,23.0,19.0,1017.1,4.1,1868.0,0.45,45.0,22000.0,10000.0,N,32.0,19.0,26.0,13.0,1025.1,1012.7,8.8,0.0,1980,June
231,1980-07-01,26.0,20.0,1015.3,4.1,1595.0,0.0,45.0,22000.0,10000.0,N,38.0,20.0,28.0,15.0,1020.9,1009.1,8.2,0.0,1980,July
232,1980-08-01,28.0,21.0,1015.8,4.1,1593.0,8.26,45.0,22000.0,10000.0,N,44.0,21.0,32.0,18.0,1019.9,1008.7,9.8,0.0,1980,August
233,1980-09-01,25.0,21.0,1016.6,3.1,2297.0,35.02,45.0,22000.0,10000.0,N,38.0,17.0,30.0,17.0,1023.2,1009.8,10.3,0.0,1980,September
234,1980-10-01,23.0,18.0,1018.15,3.1,2335.0,18.93,45.0,22000.0,10000.0,E,33.0,17.0,27.0,11.0,1023.2,1009.4,9.3,0.0,1980,October
235,1980-11-01,20.0,15.0,1019.2,3.1,2961.0,53.64,45.0,22000.0,8000.0,E,24.0,15.0,19.0,8.0,1025.0,1008.2,7.2,0.0,1980,November
236,1980-12-01,17.0,10.0,1024.1,3.1,1712.0,9.53,45.0,22000.0,10000.0,E,28.0,11.0,15.0,1.0,1032.4,1014.2,10.3,0.0,1980,December
237,1981-01-01,16.5,8.0,1025.2,2.6,2133.0,17.48,45.0,22000.0,10000.0,ENE,25.0,11.0,20.0,2.0,1034.1,1014.5,8.2,0.0,1981,January
238,1981-02-01,17.0,11.0,1020.3,3.1,2472.0,43.72,45.0,22000.0,10000.0,ENE,23.0,13.0,24.0,4.0,1032.5,1003.3,13.4,0.0,1981,February
239,1981-03-01,19.0,13.0,1017.8,3.0,2820.0,14.7,45.0,22000.0,10000.0,ENE,31.0,15.0,19.0,7.0,1028.1,1009.4,9.2,0.0,1981,March
240,1981-04-01,19.0,14.0,1016.1,3.0,2828.0,64.02,45.0,22000.0,10000.0,WNW,29.0,11.0,22.0,7.0,1022.8,1010.0,13.3,0.0,1981,April
241,1981-05-01,21.0,16.0,1017.1,4.1,2786.0,27.35,45.0,22000.0,10000.0,N,26.0,16.0,19.0,10.0,1023.6,1010.7,20.5,0.0,1981,May
242,1981-06-01,23.0,19.0,1015.8,3.0,2746.0,9.72,45.0,22000.0,10000.0,NNW,29.0,19.0,22.0,13.0,1024.1,1011.5,10.2,0.0,1981,June
243,1981-07-01,24.0,20.0,1015.5,4.1,3039.0,1.89,45.0,22000.0,10000.0,NNE,30.0,19.0,26.0,15.0,1020.1,1010.9,8.2,0.0,1981,July
244,1981-08-01,25.0,20.0,1016.3,5.1,2814.0,0.0,45.0,22000.0,10000.0,NNE,33.0,21.0,27.0,16.0,1019.9,1010.4,31.4,0.0,1981,August
245,1981-09-01,24.0,20.0,1017.4,5.1,2842.0,9.21,45.0,22000.0,10000.0,NNE,34.0,16.0,31.0,13.0,1022.3,1012.6,11.8,1.0,1981,September
246,1981-10-01,24.0,18.0,1017.4,3.3,2342.0,40.84,45.0,22000.0,10000.0,N,34.0,19.0,23.0,13.0,1022.1,1009.5,23.6,0.0,1981,October
247,1981-11-01,24.0,17.0,1020.45,2.0,2878.0,8.95,45.0,22000.0,10000.0,NNE,32.0,18.0,26.0,9.0,1028.2,1013.3,10.2,0.0,1981,November
248,1981-12-01,18.5,13.0,1021.6,3.0,2854.0,64.12,45.0,22000.0,10000.0,N,24.0,14.0,18.0,7.0,1028.5,1005.5,21.1,0.0,1981,December
249,1982-01-01,17.3,11.7,1021.7,4.0,2988.0,8.43,45.0,22000.0,10000.0,N,24.0,12.3,20.0,7.4,1031.1,1003.0,10.0,0.0,1982,January
250,1982-02-01,17.5,13.0,1019.9,3.0,1974.0,6.88,45.0,22000.0,10000.0,N,25.0,14.0,18.6,5.7,1026.6,1010.0,11.0,0.0,1982,February
251,1982-03-01,19.4,14.0,1017.05,5.0,1544.0,22.84,45.0,22000.0,10000.0,N,26.5,15.6,18.4,5.5,1028.6,1002.6,11.3,2.0,1982,March
